177,Nick Bosa    SF,DE,17,0,0,0,0,0,0,0,0,15.5,0,4,0,9.2,156.2
177,Evan McPherson    CIN,K,16,0,0,0,0,0,0,0,0,0,0,0,0,9.2,148
177,Robert Quinn    CHI,OLB,16,0,0,0,0,0,0,0,0,18.5,0,5,0,9.2,147.85
177,Cole Holcomb    WAS,ILB,16,0,0,0,0,0,0,0,0,1,2,2,1,9.2,147
177,Devonta Freeman    BAL,RB,16,0,0,0,576,5,34,190,1,0,0,0,0,9.2,146.6
177,Cedrick Wilson    DAL,WR,16,88,0,0,11,0,45,602,6,0,0,0,0,9.2,147.82
177,Jamaal Williams    DET,RB,13,0,0,0,601,3,26,157,0,0,0,0,0,9.2,119.8
177,Odell Beckham Jr.    LAR,WR,14,0,0,0,14,0,44,537,5,0,0,0,0,9.2,129.1
177,Mason Rudolph    PIT,QB,2,277,1,1,53,0,0,0,0,0,0,0,0,9.2,18.38
187,Miami Dolphins    MIA,DST,17,0,0,0,0,0,0,0,0,48,14,14,14,9.1,155
187,Kamu Grugier-Hill    HOU,OLB,14,0,0,0,0,0,0,0,0,3,1,2,0,9.1,127.5
187,Jamison Crowder    NYJ,WR,12,0,0,0,0,0,51,447,2,0,0,0,0,9.1,109.7
187,Dontrell Hilliard    TEN,RB,8,0,0,0,350,2,19,87,0,0,0,0,0,9.1,72.7
191,Derwin James Jr.    LAC,SS,15,0,0,0,0,0,0,0,0,2,2,3,0,9,134.75
191,Devontae Booker    NYG,RB,16,0,0,0,593,2,40,268,1,0,0,0,0,9,144.1
193,Matt Gay    LAR,K,17,0,0,0,0,0,0,0,0,0,0,0,0,8.9,152
193,Chris Boswell    PIT,K,17,0,0,0,0,0,0,0,0,0,0,0,1,8.9,151
193,Matt Prater    ARI,K,17,0,0,0,0,0,0,0,0,0,0,0,0,8.9,151
193,Marquez Callaway    NO,WR,17,0,0,0,0,0,46,698,6,0,0,0,0,8.9,151.8
193,Danielle Hunter    MIN,DE,7,0,0,0,0,0,0,0,0,6,0,0,0,8.9,62.5
193,Jordan Howard    PHI,RB,7,0,0,0,406,3,2,19,0,0,0,0,0,8.9,62.5
193,Logan Thomas    WAS,TE,6,0,0,0,0,0,18,196,3,0,0,0,0,8.9,53.6
193,Cyril Grayson Jr.    TB,WR,5,0,0,0,14,0,10,212,2,0,0,0,0,8.9,44.6
201,Greg Joseph    MIN,K,17,0,0,0,0,0,0,0,0,0,0,0,0,8.8,149
201,Justin Tucker    BAL,K,17,0,0,0,0,0,0,0,0,0,0,0,0,8.8,149
201,Devin White    TB,ILB,17,0,0,0,0,0,0,0,0,3.5,0,0,1,8.8,148.75
201,Antoine Winfield Jr.    TB,S,13,0,0,0,0,0,0,0,0,2,2,2,3,8.8,113.8
201,Lavonte David    TB,ILB,12,0,0,0,0,0,0,0,0,2,0,2,1,8.8,105.1
201,Courtland Sutton    DEN,WR,17,16,0,0,0,0,58,776,2,0,0,0,0,8.8,150.24
